Ticker,Name,Market Cap,Sector,Industry,Dividend Yield,Gross Margin,Revenue Growth (QoQ),Correlation to S&P 500,1 Year Volatility,P/E Ratio,Debt/Equity (D/E) Ratio,Return on Equity (ROE),Return on Assets (ROA/ROI),1 Year Return,Correlation to U.S. Treasuries,Enterprise Val,P/B Ratio
"JNJ","Johnson & Johnson",395329264943.34,"Healthcare","Drug Manufacturers",0.0317523847641919,0.690599971898272,0.067763552710542,0.250285403379217,0.177080296082763,11.4177814505355,0.420073566574942,0.470994728787621,0.186880476700661,-0.118969714105485,0.224646815767409,401739264943.34,5.55019465580025
"AVGO","Broadcom Inc",388266809586.15,"Technology","Semiconductors",0.0221534608762657,0.694456962595764,0.0486767485822306,0.548768245828248,0.37901363441531,27.9952995591715,1.78182888717786,0.615681704677876,0.191635548401137,0.735558892742762,0.193529018670244,415552809586.15,17.5853439732846
"MA","Mastercard Incorporated - Class A",386137462408.26,"Financial Services","Credit Services",0.00578386605783866,1,0.13498957609451,0.713030638248204,0.336532229992668,35.3314541502663,2.46648708604025,1.86477839866911,0.279624915247732,0.151100863079798,0.356415358960616,392387462408.26,61.1848300440913
"PG","Procter & Gamble Company",356259684041.31,"Consumer Defensive","Consumer Packaged Goods",0.0253814502529511,0.519866489872434,0.0610809237337473,0.477331737961668,0.223791105786815,23.3842916994624,0.747282042737535,0.329005263868268,0.126713881137639,0.0164694553962845,0.379510595138849,382406684041.31,7.4199126096828
"ADBE","Adobe Inc",281406362000,"Technology","Application Software",0.000751427712654043,0.881390593047035,0.103090457929168,0.733655549472247,0.479526941152835,54.9514473735599,0.259634888438134,0.34794720660427,0.184940411700975,0.825679392021764,0.311676027748852,277986362000,17.8376243661258
"ASML","ASML Holding NV",272431082000,"Technology","Semiconductors",0.00788057324840764,0.44668358714044,0.879950376944365,0.721828634844251,0.517222115329323,44.0215217606803,0.246843283937676,0.638330231080038,0.154934931846481,0.138515183454607,0.383596708878571,266688905525,28.10026815799
"CVX","Chevron Corp",268715259322.38,"Energy","Oil & Gas - Integrated",0.042604218099739,0.266863905325444,-0.188524098193386,0.341323679028496,0.327269480728793,10.5531657433288,0.124400205730191,0.158568690732515,0.0989525901558436,-0.118812229307435,-0.197342332932893,283336259322.38,1.62596592940054
"COST","Costco Wholesale Corp",260509266040.66,"Consumer Defensive","Retail - Defensive",0.00733852546000683,0.123133052103523,0.0949910529747124,0.541089956469598,0.318640475114875,41.4032527083058,0.354537473062495,0.270941210666265,0.0936933448985746,0.214551414900648,0.279858702883852,254159266040.66,10.396251338521
"TM","Toyota Motor Corporation",258035663381.229,"Consumer Cyclical","Autos",0.035673433106576,0.180108299296879,0.0288013993426031,0.498158868600276,0.279864375708801,15.4801313647774,1.0414523309513,0.086500703313694,0.0329907549044334,0.353145274166504,0.167712836665599,351833657397.277,1.33904225044162
"MRK","Merck & Co Inc",256619515820.97,"Healthcare","Drug Manufacturers",0.0269770879526977,0.732865555694775,0.067049936493081,-0.0781628127965772,0.231321201458876,55.6899990930924,0.845148620472288,0.106688893519483,0.0430501317289187,-0.0467941871047695,0.192983751625334,282705515820.97,6.22168248608277
"KO","Coca-Cola Company",251806598402.76,"Consumer Defensive","Beverages - Non-Alcoholic",0.0314745124871707,0.610390696896177,0.0804483413179065,0.186321516607834,0.203650071572694,23.376030301036,1.52596391263058,0.423844186504033,0.111568846274349,-0.0686233830080274,0.236827801627338,276542598402.76,9.56530288329573
"ABBV","Abbvie Inc",244458965180,"Healthcare","Drug Manufacturers",0.0399190829399865,0.534357722409708,-0.0597488522819336,0.220608424250608,0.230148095728692,37.5282415075223,5.02282123366959,0.469579008073818,0.0478147015159551,-0.128319981150877,-0.0304233749465364,291914965180,20.2132433586903
"BAC","Bank Of America Corp",240854527984.98,"Financial Services","Banks",0.0334844785490059,1,0.0271406415802791,0.668221871158771,0.324085264194382,8.32484888652634,2.1990148538305,0.102981377071587,0.00924173795271164,-0.0526079747334613,-0.178776833192634,203142527984.98,0.839027283062244
"PEP","PepsiCo Inc",230109214934.76,"Consumer Defensive","Beverages - Non-Alcoholic",0.0284397482014388,0.544834349550164,0.0674525510900732,0.23607955368511,0.198018481047542,27.7574445035899,2.38083590343507,0.469143487733794,0.0870140230078092,-0.0724457217463871,0.294290778100408,264600214934.76,12.2359467688376
"ACN","Accenture plc - Class A",221553420979.8,"Technology","Application Software",0.016509886734498,0.32415165277882,0.0364079696798216,0.766580834000997,0.32902119892138,32.2420989856884,0.122564657023694,0.281153080168776,0.140081022586856,0.158171295581558,0.171483088324306,215652847979.8,8.62315842090475
"NVS","Novartis AG",210220670000,"Healthcare","Drug Manufacturers",0.0363847369050466,0.703658812170019,-0.0339373251036974,0.291062266459234,0.189833013035229,30.2258332135155,0.528770234704546,0.117201981733005,0.0592151754318749,0.113726420320702,0.34375908149723,219254670000,3.5425275521553
"LIN","Linde Plc.",200736048990.96,"Basic Materials","Chemicals",0.0131135738345633,0.470999386879215,-0.0729794248039104,0.491567782167477,0.287697933437511,33.5454627324465,0.462825852228906,0.150723834591674,0.075624543854716,0.237304960779105,-0.0265920436719025,214845048990.96,5.16057506789449
"AZN","Astrazeneca plc",198515520000,"Healthcare","Drug Manufacturers",0.0421566452185489,0.776550475328203,-0.167890910460692,0.314930444827795,0.279377056800048,60.3757664233577,1.53296438883542,0.0887760887760888,0.0340785423338827,-0.054746808128568,0.255606123701049,221342520000,5.3599243999244
"SAP","Sap SE",194877626322.16,"Technology","Application Software",0.0131360855084811,0.696766232352194,0.325109411821286,0.656035703459029,0.328932089463249,77.5416492309208,0.709946009236974,0.0568357139302245,0.0316523233415097,0.488241376213763,0.465807775998867,203546183622.16,4.40713499336642
"CSCO","Cisco Systems Inc",194835916473.15,"Technology","Communication Equipment",0.0290773532152843,0.651554404145078,0.0759976525821595,0.410264972627881,0.302879794004535,14.3462128321294,0.169210351692104,0.31341010315464,0.137877122763025,0.00457204147909973,-0.0103994904781888,175548916473.15,4.30957567956536
"TMO","Thermo Fisher Scientific Inc",190242362107.16,"Healthcare","Medical Diagnostics & Research",0.00271507253122333,0.408170985435975,-0.00964690456120632,0.628903592703491,0.318402479798632,32.0219427886147,0.778415107659725,0.135550295182956,0.0620512097426979,-0.129389625311906,0.0941382087959146,219375362107.16,4.19701646018267
"ABT","Abbott Laboratories",179835147467.4,"Healthcare","Medical Devices",0.0226189156225746,0.545992309967465,-0.0256484149855908,0.447096429969055,0.265398308353146,34.8382695597443,0.411948851276065,0.138358964049988,0.0703087756575273,-0.0345544660517867,0.0393488154322357,188316147467.4,4.77092236078421
"PDD","PDD Holdings Inc",178978628220,"Consumer Cyclical","Retail - Apparel & Specialty",0.01998001998002,0.778563169636562,6.52260222604978,0.310298710605058,1.05264553430232,40.1591488298472,0,0.267791611122037,0.133004673799003,0.646682932496805,0.161912511400108,152061546647.013,10.7542831664345
"TTE","TotalEnergies SE",177734249000.1,"Energy","Oil & Gas - Integrated",0.0429724625388748,0.340586329567827,0.22889256106149,0.226117292473212,0.347777537242316,8.65898124330605,0.540161674287965,0.183720597185922,0.0675499565595135,0.1939451202728,-0.0660654808032326,197216249000.1,1.59083320504189
"TMUS","T-Mobile US Inc",175939178596.95,"Communication Services","Communication Services",1.96125907990315,0.629389154373572,-0.0115520870770652,0.4265629497164,0.297187854020882,22.6142903080913,1.70142817397756,0.116541649034375,0.0370171239883334,0.0502106741573034,0.385731422772872,276518178596.95,2.71939130416628
"CMCSA","Comcast Corp - Class A",171729283626.12,"Communication Services","Communication Services",0.0266973532796318,1,0.00891152132399742,0.606847853909054,0.305509599176204,11.3345180929391,1.24058093797277,0.183588401371672,0.0582773916915002,0.173210888555813,0.231923855070499,267797283626.12,2.07841795614064
"DIS","Walt Disney Co (The)",169254537982.5,"Consumer Cyclical","Entertainment",0.0120235004782074,0.35370274469187,0.0541439205955334,0.668918088460627,0.359367347229728,71.9008232720901,0.467691408886248,0.0240883101600174,0.0115343531648423,-0.0228185083456581,0.227719350318561,201503537982.5,1.70487160150387
"NKE","Nike Inc - Class B",168862966374.96,"Consumer Cyclical","Manufacturing - Apparel & Furniture",0.0132864400156311,0.442074348867764,0.0198628517379995,0.55883381998756,0.392024377141746,33.4249735500713,0.871591153102856,0.349752500951919,0.132722090136479,-0.00599419935568435,0.32760423221086,172249966374.96,12.0866771437234
"DHR","Danaher Corp",164298112407.28,"Healthcare","Medical Diagnostics & Research",0.00499006607217114,0.581987487269024,-0.103092783505155,0.543240886132194,0.334207233079076,27.9703970730814,0.420936134485851,0.114234039760214,0.0686965318426085,-0.0750138976826102,-0.0029390416898767,174081112407.28,3.13504135720953
"INTU","Intuit Inc",161774187144.39,"Technology","Application Software",0.00697269029633934,0.757555406312962,0.146707739699653,0.653780926823271,0.470918957587997,62.5818905781006,0.373881826741996,0.15274392495753,0.0920002491302684,0.415352912284168,0.196823203533372,165198187144.39,9.52060894211335
"WFC","Wells Fargo & Company",159624343675.72,"Financial Services","Banks",0.0345593680572698,1,0.0659818051722376,0.60697200338739,0.353469157555632,9.17012372469237,1.56802147027087,0.0963974852589156,0.00921858741975541,0.053408848978366,-0.240269791732987,225093343675.72,0.883293272145201
"VZ","Verizon Communications Inc",158744549833.6,"Communication Services","Communication Services",0.0862236628849271,0.596922246220302,-0.0264303028533045,0.384030035933205,0.228381890181987,7.596886956049,1.76046899458774,0.221731160517932,0.0549106840776491,0.0686129208212785,0.108684000376858,326604549833.6,1.62413470123694
"HSBC","HSBC Holdings plc",156923344459.034,"Financial Services","Banks",0.124186871673566,0.845770361866419,-0.00296349724034117,0.200112469257334,0.326803280378614,4.20751138081923,0.458204700058523,0.194723624649538,0.0128343736571177,0.338562459987939,-0.0809383656002449,35397344459.034,0.836995927433989
"QCOM","Qualcomm Inc",142747560000,"Technology","Semiconductors",0.0250175904933156,0.550457652647434,-0.242562527424309,0.730323393637384,0.462989464161884,19.7383241150442,0.713497984338075,0.358201562674129,0.145793224405044,0.0834497800671741,0.174751426754334,146821560000,6.61450164496548
"AMGN","AMGEN Inc",142604654854.6,"Healthcare","Biotechnology",0.0316728624535316,0.738374619730552,0.0377330126277811,0.250929092695051,0.220454017120555,18.8480907817341,7.89811912225705,1.29079587136399,0.0904364040592391,-0.00332108196153513,0.233057914931944,168331654854.6,18.6265223164316
"IBM","International Business Machines Corp",142490485998.4,"Technology","Application Software",0.0452871368162597,0.543858459869848,0.0457219819947543,0.45055754248256,0.240543092670218,20.5792151932987,2.53563537108444,0.311786558595069,0.0530154245483467,0.100576982472501,-0.0585594987183915,184986485998.4,6.17349707544734
"TXN","Texas Instruments Inc",139100441296.4,"Technology","Semiconductors",0.0370106761565836,0.621138570167696,-0.135279526807861,0.660236608768304,0.315280507215626,19.5888524568934,0.674763994949191,0.455257969899505,0.238681052737723,-0.109870986049597,0.157960672979298,141374441296.4,8.36392527787866
"COP","Conoco Phillips",136478012001.81,"Energy","Oil & Gas - E&P",0.0201109570041609,0.456881474505583,-0.312205052280929,0.298513098587758,0.430646315808445,12.1866248773828,0.399266938946487,0.234457924652731,0.121554517184676,0.0631801706506603,-0.102417054481426,146095012001.81,2.85847757884197
"UNP","Union Pacific Corp",134976267936.05,"Industrials","Transportation & Logistics",0.0233298936695231,0.729843460696852,-0.0951873286628084,0.680167318386145,0.261717872128333,21.2060122444698,2.43651813767495,0.491363504776609,0.0964430470851169,0.051856973592229,0.189694466222642,168331267936.05,9.63840816452799
"SPGI","S&P Global Inc",131938448000,"Financial Services","Brokers & Exchanges",0.00873256519102486,0.677367055771725,0.0779447745543516,0.796769333929062,0.301607480226952,53.179543732366,0.338942375561139,0.0691327063740857,0.0404955440211537,0.205778027700665,0.36854844741336,142297448000,3.72507546796917
"MS","Morgan Stanley",130154724859,"Financial Services","Brokers & Exchanges",0.0481654625301034,1,0.0221007238564608,0.657301738430682,0.320389306069954,14.055585837905,2.58903750592172,0.0924696178388472,0.00785734756395709,-0.104713834671813,0.00348291956183477,278614724859,1.31189812479463
"UPS","United Parcel Service Inc - Class B",130124173595.81,"Industrials","Transportation & Logistics",0.0469191224386359,0.912112435306966,-0.128305947601507,0.684328466474996,0.306403413854067,15.2085289382667,1.32721202003339,0.433154877169002,0.120532082369225,-0.132347709991185,0.0541349107559203,148286173595.81,6.78861506655937
"GE","General Electric Company",129364632019.98,"Industrials","Industrial Products",0.00286430361618332,0.256082093854491,0.19875604699378,0.532157586201437,0.353458476259859,13.3091185205741,0.726391069248212,0.310525769325996,0.05777194643019,0.835944609243258,0.117808941674095,130005632019.98,4.51298210430769
"HON","Honeywell International Inc",128981147974.58,"Industrials","Industrial Products",0.0235191637630662,0.384498480243161,0.0291587532119317,0.521054364934265,0.249859357506964,23.8236327991467,1.17729673263305,0.317788278108766,0.0881073757786087,-0.0743359455428548,0.00464830635916377,141333147974.58,7.48541280103186
"CAT","Caterpillar Inc",127255195546.65,"Industrials","Farm & Construction Machinery",0.0208667736757624,0.35377751338489,0.121115112711751,0.584848809804707,0.336951830108806,13.9641386532042,1.81104013263764,0.500549269471603,0.107906811521269,0.0924308684343365,-0.0869345503347514,157849195546.65,6.20545157978495
"BUD","Anheuser-Busch InBev SA/NV",126421254055.17,"Consumer Defensive","Beverages - Alcoholic",0.0225119333249148,0.627254252183306,-0.0323329317553681,0.385613922406623,0.30984498090263,21.1796371343893,1.70446298421363,0.0813237417913295,0.0280309754253486,0.05718443515904,0.312120961790147,196343254055.17,1.72240734155113
"AMAT","Applied Materials Inc",125424673904.4,"Technology","Semiconductors",0.00856301846400856,0.463190661478599,-0.0145705521472392,0.590591668893091,0.513932291537429,19.4668126500698,0.374942026104817,0.469983222700416,0.22569994833037,0.378365772571127,0.24466239070284,124548673904.4,8.31012216950904
"AXP","American Express Company",123305308938.96,"Financial Services","Credit Services",0.0163165408933306,1,0.107215526686492,0.69418487826546,0.371745932285178,15.3881578608461,1.75889328063241,0.306044113434546,0.0333983892665004,0.0802413625125737,-0.00965917067032651,127457308938.96,4.51271076485727
"NTTYY","Nippon Telegraph & Telephone Corp",121785687578.1,"Unknown","Unknown",0.0392847203274216,0.514677180683444,0.064507314447412,0.112986862632634,0.194662977757663,22.3836446563434,0.454857393206877,0.0883878327693442,0.037652553549181,0.0715603098487643,0.199122295559088,143059521387.43,1.97844184065331
"RY","Royal Bank Of Canada",121443630570,"Financial Services","Banks",0.0397614314115308,0.937147688838782,0.0468907521699575,0.645245494251271,0.228355270794435,2.93149050229871,0.114336159076395,0.595609655150457,0.0336221595695688,-0.0562259720452328,0.163142457390205,8869447688.89914,1.52249567803351
"UL","Unilever plc",121082675000,"Consumer Defensive","Consumer Packaged Goods",0.0303001844709039,1,-0.0242528908244481,0.402971827695096,0.308747847655949,14.3993910386131,2.14197998787144,0.401766468639924,0.0981997147299572,-0.027443312998383,0.340184059475575,147190679450,5.78519248814894
"NEE","NextEra Energy Inc",118103948864.92,"Utilities","Utilities - Regulated",0.0325387158517487,0.616564417177914,0.0674207471349904,0.186549163847121,0.300354649056321,15.4951389221884,1.55689563647946,0.175205300753392,0.0458990035243233,-0.306704961722731,0.414005632236501,189857948864.92,2.50778105669222
"RTX","RTX Corp",117823934716.8,"Industrials","Aerospace & Defense",0.0294154306369189,0.053030303030303,-0.205710577547047,0.268062969512395,0.271729032385947,36.9238278648699,0.5285217541238,0.0443960584759116,0.019785956992981,-0.165625833482072,0.0794487599745295,149150934716.8,1.69296992236335
"SNY","Sanofi",117763856774,"Healthcare","Drug Manufacturers",0.0423020914396887,0.668194875663755,-0.0173642791970803,0.00898660409794349,0.265704217411481,3.61055254443992,0.418506692030709,0.44637028615314,0.250139765868437,0.0738911352667633,-0.00309185188199736,127090423374,1.43110823869127
"SONY","Sony Group Corporation",116821878522.3,"Technology","Computer Hardware",0.00562273567467652,0.277241838990954,0.0142445290732121,0.504497340686396,0.334212628878152,18.3324605821303,0.362870848288893,0.142020269038425,0.0300803473829042,0.0738338737839859,0.266351256200425,133345698731.738,2.60358098401046
"MUFG","Mitsubishi UFJ Financial Group Inc",113826698178.4,"Financial Services","Banks",0.0245462365591398,1,-0.124798494121577,0.322456689376822,0.256674106368123,27.9032022145321,4.12147545440167,0.0380571485267151,0.00157152697046572,0.594426847824496,-0.158153880871154,193541643.652251,1.06191631104941
"GS","Goldman Sachs Group Inc",112173882701.58,"Financial Services","Brokers & Exchanges",0.0323282195967789,1,-0.0131941544885178,0.673398644740606,0.300499970657554,15.5257969137135,6.68919737032837,0.0616904463058309,0.00471552879107711,-0.0333521072342838,-0.0509834306949191,656783882701.58,0.956486631663327
"LMT","Lockheed Martin Corp",112067518904.62,"Industrials","Aerospace & Defense",0.0267648042823687,0.12134139116009,0.0177893022975337,0.0182421381100506,0.255350062461907,16.0877862337956,1.87502695708432,0.744509164751777,0.125998209327774,-0.0667307858730305,0.0093197030061469,125905518904.62,12.084054227369
"HDB","HDFC Bank Ltd",111815574530.234,"Financial Services","Banks",0.00189598190989737,1,0.991148089482992,0.381546053737213,0.338229093652701,18.7961588339428,1.14702886905125,0.170128006630862,0.0192364549195158,-0.108152678353053,0.129452843024041,132911213632.132,3.19775303473575
"SYK","Stryker Corp",111795331989.23,"Healthcare","Medical Devices",0.0109725320946564,0.643308209411285,0.0960035722259434,0.483495183766126,0.31526442573676,43.2477106341315,0.708740575258308,0.150340957005976,0.0693192102705058,0.194397987337528,0.280934212789144,122549331989.23,6.24380519347836
"BLK","Blackrock Inc",111573857640.9,"Financial Services","Asset Management",0.0289410470870836,0.805395842547545,0.0489445604268151,0.814672059180974,0.368384118210443,20.7155324249721,0.250187692546664,0.141466009153528,0.044859501723043,0.0768910280161141,0.126264977205848,113921857640.9,2.88849399748621
"TD","Toronto Dominion Bank",111143030000,"Financial Services","Banks",0.0527790751985054,1,0.0742759135799054,0.558100442902207,0.249290434981544,2.7739380505665,1.29200349159361,0.550515845548059,0.0320366868785832,-0.0357435787271595,-0.0913175399467653,155852794091.057,1.35184122642414
"ELV","Elevance Health Inc",109661063930.88,"Healthcare","Health Care Plans",0.0131459152177292,0.177250344232071,0.0728611131976264,0.00398838352482585,0.275666017038703,18.0363591991579,0.646591885068839,0.16188834230864,0.056369237045158,-0.120374295744399,-0.105523106744565,95610063930.88,2.85404741771543
"SCHW","Charles Schwab Corp",108556562859.24,"Financial Services","Brokers & Exchanges",0.0184638109305761,1,-0.162545454545455,0.512523529983612,0.371969197346447,19.580909606645,1.69788799491848,0.149953342439447,0.010692211743979,-0.244963830441215,-0.221754684114025,120882562859.24,2.8730828620379
"DE","Deere & Company",106704347795.54,"Industrials","Farm & Construction Machinery",0.0140358173264367,0.390924625023733,0.120479364629131,0.557947586402426,0.362563142745863,10.6247483615991,2.68409406456092,0.461550834702483,0.104779939174844,-0.156808409273921,-0.0614802961659015,161991347795.54,4.62965757530111
"MDT","Medtronic Plc",104915772052.08,"Healthcare","Medical Devices",0.0343027591349739,0.658789924694884,0.0449057115723783,0.456746078009845,0.246489054260684,28.9902658336778,0.488139434913439,0.0702779854550398,0.0392198299101325,0.0235078170067788,0.0848828236805298,122021772052.08,2.05001703958889
"PLD","Prologis Inc",104433360480,"Real Estate","REITs",0.0282513395031661,0.738781843707303,0.0935363231998319,0.764607320760041,0.334652708263381,34.6994918945752,0.51417488059428,0.0564731449541344,0.0333701388033326,-0.0146956166732223,0.195320502061285,131270716480,1.94708198853114
"EQNR","Equinor ASA",103718612419.99,"Energy","Oil & Gas - Integrated",0.0607476635514019,0.39102195565362,0.0790550283357365,0.0047139872465522,0.394320610360727,3.60810590760419,0.705705048737208,0.532451655923539,0.18191253061302,-0.00381574945925645,-0.25787074828281,90430612419.99,1.92114196525135
"BMY","Bristol-Myers Squibb Company",101781094311.12,"Healthcare","Drug Manufacturers",0.0404112017015243,0.771475469633412,-0.022463897307898,0.322412171204717,0.20869356795862,12.2849842258443,1.29677908821298,0.267568789562072,0.0881727696732499,-0.360487034792301,0.176922200100097,131700094311.12,3.50993497176081
"UBS","UBS Group AG",101261268913.25,"Financial Services","Banks",0.0548566878980892,1,0.0199513874822768,0.606009431877004,0.392023047941764,3.42078736285215,4.71895782950423,0.448376561663009,0.0240286792120856,0.517174609452041,-0.053090748436416,215042256170.4,1.5606334920052
"TJX","TJX Companies Inc",101247908942.7,"Consumer Cyclical","Retail - Apparel & Specialty",0.0147091351470914,0.301614673146261,0.0772608291817951,0.602508202079242,0.342228949420445,25.4315883535991,1.90193704600484,0.635498202359637,0.139226135235523,0.135994183846789,0.192236928418692,109265908942.7,15.3220201184473
"PBR","Petroleo Brasileiro S.A. Petrobras",99266371596.21,"Energy","Oil & Gas - Integrated",0.0254429667519182,0.356409022430532,0.0760692131896834,0.123113633098071,0.48518524517755,2.7104926302108,1.17913451861791,0.52701030334427,0.195645089774615,0.687533455475758,-0.226859614711946,142296371596.21,1.4284575432598
"MMC","Marsh & McLennan Cos. Inc",96977935614.57,"Financial Services","Brokers & Exchanges",0.0147978324301792,1,0.128301886792453,0.608888638363789,0.248848244411158,27.9797852321321,1.36726284411713,0.309188224799286,0.0801211294628925,0.150994510375635,0.212791957557305,97843935614.57,8.50236153029721
"AMT","American Tower Corp",96111945319.78,"Communication Services","Communication Services",0.0408678102926337,0.710565528986021,0.0550626988583194,0.652855368072669,0.317224057551338,134.4975445281,10.3271788763153,0.138229192357353,0.010723924962539,-0.012886452338572,0.314679612295373,140696545319.78,21.201320300836
"MDLZ","Mondelez International Inc - Class A",95827838214.36,"Consumer Defensive","Consumer Packaged Goods",0.0244992073785848,0.386975301805294,0.163081283009146,0.242845167167995,0.210833010201392,20.8502694113055,0.716733835640442,0.163714568138709,0.0640932671389524,0.0693830228390906,0.260655496456452,114669838214.36,3.35825611404801
"PGR","Progressive Corp",95409381690,"Financial Services","Insurance - Property & Casualty",0.0028137310073157,0.268158040178399,0.217555280825026,0.0836428331387317,0.2678241437845,35.2454309900259,0.395946031399286,0.161935811922352,0.0333713543228509,0.258074588733518,-0.0708266356578523,102158581690,5.48477931912643
"LRCX","Lam Research Corp",94612029396.99,"Technology","Semiconductors",0.0122567795311782,0.475207506356866,-0.313760550842205,0.628434607660674,0.512637706310032,23.8170472622664,0.619375743258944,0.481954168281163,0.209711404703734,0.557769840303037,0.263489292323222,94439643396.99,11.7569466390704
"ADP","Automatic Data Processing Inc",94410911129.2,"Industrials","Business Services",0.0199904046057892,0.442558283840085,0.070405161780055,0.60964637742076,0.279795830991362,27.0340208828566,1.05617945173923,1.02245579107624,0.0650852119979835,-0.118990521705746,-0.00569201372669008,96637411129.2,27.1858186849804
"GILD","Gilead Sciences Inc",93737659776.19,"Healthcare","Biotechnology",0.0387797311271975,0.778045667281237,0.00127804600965642,0.455239347696487,0.247312740970989,15.9553463448834,1.11956619162857,0.27418357465377,0.094091456896103,-0.118471922758254,0.243994261508896,111855659776.19,4.20084519925562
"CB","Chubb Ltd",92448227497.76,"Financial Services","Insurance - Property & Casualty",0.0162279460326446,0.487042517866166,0.142798218115822,0.25787668024785,0.242807687315676,13.1430519615809,0.256399554813578,0.131547326834514,0.0339549230776657,0.0521802048862456,-0.116202039184,107192227497.76,1.60768342198386
"ADI","Analog Devices Inc",91046942900.76,"Technology","Semiconductors",0.0188565477169325,0.606193888865165,-0.163570952632558,0.678402343889974,0.360660140172174,27.468629621065,0.195380547267629,0.0920629587583954,0.0669880967747875,0.0757950424740577,0.135886272738002,97037614900.76,2.56000648333949
"RACE","Ferrari N.V.",90574743481.56,"Consumer Cyclical","Autos",0.0083405296488198,0.52070758492705,0.319596380145664,0.68470666455241,0.34744625037131,88.2621158591366,1.42074003064896,0.359685860037788,0.120092100991743,0.6582983219941,0.313849763238631,90525858232.11,31.7466350515485
"ETN","Eaton Corporation plc",90094200000,"Industrials","Industrial Products",0.0160156431863681,0.373469387755102,0.106719367588933,0.413662538800698,0.283199269671521,30.0915831663327,0.524125550780613,0.169097609533626,0.082826159123603,0.429207736742207,-0.126902128000494,97823200000,4.90095196649078
"C","Citigroup Inc",88100888643,"Financial Services","Banks",0.0501656412683389,0.908634986841452,0.0881240544629349,0.621517969847399,0.329046064683125,6.48754702820324,2.74791291771478,0.065627167134224,0.00562089524346227,0.0452866812980686,-0.0809237798028352,409809888643,0.420523279585495
"DEO","Diageo plc",86750670495.8025,"Consumer Defensive","Beverages - Alcoholic",0.0199321855040267,0.621823268827232,0.0578804571240648,0.39442798453457,0.250922546763511,18.2725534268593,1.55627317306542,0.477371516236257,0.104825805002667,-0.23670134964635,0.22775281534498,106867552395.803,8.72279653488782
